year,month,day,P(mm/d),E(mm/d),Q(mm/d),T(°C)
2007,12,4,7.99E+00,8.33E-01,8.52E+00,5.87E+00
2007,12,5,2.71E+00,7.84E-01,4.64E+00,4.82E+00
2007,12,6,5.38E+00,1.01E+00,1.57E+00,8.78E+00
2007,12,7,8.70E+00,9.92E-01,4.23E+00,8.63E+00
2007,12,8,1.07E+01,9.97E-01,9.96E+00,8.60E+00
2007,12,9,6.46E+00,7.20E-01,3.49E+00,3.76E+00
2007,12,10,1.16E+01,8.41E-01,7.59E+00,6.11E+00
2007,12,11,1.51E+00,8.03E-01,7.21E+00,5.34E+00
2007,12,12,6.24E-01,7.24E-01,2.18E+00,3.42E+00
2007,12,13,6.70E-02,6.55E-01,8.48E-01,1.87E+00
2007,12,14,6.70E-02,7.35E-01,5.39E-01,3.66E+00
2007,12,15,6.70E-02,5.66E-01,3.96E-01,4.38E-02
2007,12,16,4.02E-01,5.31E-01,3.02E-01,-9.61E-01
2007,12,17,5.36E-01,4.87E-01,2.35E-01,-2.60E+00
2007,12,18,0.00E+00,4.70E-01,1.94E-01,-2.49E+00
2007,12,19,2.01E-01,4.80E-01,1.54E-01,-3.08E+00
2007,12,20,0.00E+00,4.96E-01,1.33E-01,-3.01E+00
2007,12,21,8.68E-02,4.39E-01,1.19E-01,-3.60E+00
2007,12,22,0.00E+00,3.84E-01,1.12E-01,-5.53E+00
2007,12,23,2.01E-01,3.45E-01,1.01E-01,-6.74E+00
2007,12,24,6.70E-02,3.72E-01,9.37E-02,-5.79E+00
2007,12,25,0.00E+00,4.08E-01,9.37E-02,-4.39E+00
2007,12,26,0.00E+00,4.07E-01,9.27E-02,-4.56E+00
2007,12,27,2.11E+00,4.83E-01,8.22E-02,-1.78E+00
2007,12,28,3.96E-01,6.04E-01,8.38E-02,1.01E+00
2007,12,29,3.50E-01,6.24E-01,9.86E-02,1.71E+00
2007,12,30,3.50E+00,6.36E-01,2.02E-01,2.08E+00
2007,12,31,1.15E+00,6.88E-01,2.18E-01,3.33E+00
2008,1,1,0.00E+00,6.22E-01,1.84E-01,1.68E+00
2008,1,2,0.00E+00,5.84E-01,1.68E-01,4.82E-01
2008,1,3,0.00E+00,4.67E-01,1.42E-01,-2.57E+00
2008,1,4,1.93E+00,5.01E-01,1.31E-01,-1.38E+00
2008,1,5,8.68E-02,5.59E-01,1.17E-01,-2.50E-02
2008,1,6,1.15E+01,7.88E-01,3.47E+00,4.92E+00
2008,1,7,2.83E+00,6.96E-01,4.60E+00,3.04E+00
2008,1,8,2.93E+00,7.89E-01,2.59E+00,5.41E+00
2008,1,9,1.10E-01,7.43E-01,1.23E+00,3.43E+00
2008,1,10,2.58E+00,6.75E-01,9.10E-01,2.91E+00
2008,1,11,9.68E-01,8.31E-01,1.06E+00,5.54E+00
2008,1,12,7.46E+00,1.04E+00,1.18E+00,8.71E+00
2008,1,13,9.13E-01,7.67E-01,4.91E+00,3.89E+00
2008,1,14,1.44E-01,6.16E-01,1.12E+00,2.91E-01
2008,1,15,9.07E-01,6.89E-01,7.18E-01,2.82E+00
2008,1,16,5.62E+00,8.90E-01,1.14E+00,6.28E+00
2008,1,17,8.93E+00,8.80E-01,7.01E+00,5.91E+00
2008,1,18,7.88E+00,8.66E-01,2.75E+00,5.74E+00
2008,1,19,2.80E+00,9.97E-01,4.13E+00,8.04E+00
2008,1,20,7.78E-01,1.17E+00,2.39E+00,1.04E+01
2008,1,21,2.88E-01,1.13E+00,1.04E+00,9.71E+00
2008,1,22,3.51E+00,1.01E+00,6.27E-01,7.98E+00
2008,1,23,5.15E+00,8.12E-01,2.60E+00,3.94E+00
2008,1,24,0.00E+00,6.43E-01,7.73E-01,1.35E+00
2008,1,25,4.07E-01,7.81E-01,5.40E-01,4.42E+00
2008,1,26,9.90E-03,6.25E-01,4.14E-01,9.88E-01
2008,1,27,0.00E+00,7.02E-01,3.62E-01,2.38E+00
2008,1,28,1.34E-01,7.24E-01,3.07E-01,2.98E+00
2008,1,29,0.00E+00,7.97E-01,2.84E-01,4.40E+00
2008,1,30,0.00E+00,6.99E-01,2.76E-01,2.99E+00
2008,1,31,1.24E+00,6.27E-01,2.56E-01,4.53E-01
2008,2,1,3.63E+00,6.49E-01,2.77E-01,5.94E-01
2008,2,2,1.95E+01,7.49E-01,8.08E+00,2.43E+00
2008,2,3,9.67E-02,6.60E-01,2.95E+00,2.72E-01
2008,2,4,1.70E-01,6.30E-01,7.57E-01,-1.61E-01
2008,2,5,8.54E+00,8.29E-01,2.81E+00,3.15E+00
2008,2,6,1.33E+01,8.95E-01,6.69E+00,4.86E+00
2008,2,7,1.70E+01,1.02E+00,1.53E+01,6.61E+00
2008,2,8,6.70E-02,6.63E-01,3.17E+00,-2.08E-01
2008,2,9,0.00E+00,7.08E-01,1.38E+00,7.25E-02
2008,2,10,1.70E-01,7.96E-01,8.49E-01,1.68E+00
2008,2,11,2.98E-01,8.15E-01,6.08E-01,2.16E+00
2008,2,12,2.31E-01,9.42E-01,4.96E-01,3.64E+00
2008,2,13,2.64E-02,8.86E-01,4.20E-01,3.36E+00
2008,2,14,3.96E-02,6.74E-01,3.61E-01,-3.33E-02
2008,2,15,2.64E-02,6.99E-01,3.29E-01,-3.98E-01
2008,2,16,1.34E-01,7.23E-01,2.86E-01,4.41E-01
2008,2,17,1.34E-01,6.55E-01,2.40E-01,-1.54E+00
2008,2,18,6.70E-02,6.78E-01,2.17E-01,-1.82E+00
2008,2,19,9.67E-02,7.05E-01,2.06E-01,-7.55E-01
2008,2,20,4.29E-02,7.16E-01,1.91E-01,-5.64E-01
2008,2,21,2.12E+00,7.44E-01,2.07E-01,1.17E+00
2008,2,22,0.00E+00,9.79E-01,2.33E-01,5.13E+00
2008,2,23,0.00E+00,1.19E+00,2.44E-01,7.86E+00
2008,2,24,8.02E-02,1.19E+00,2.32E-01,7.17E+00
2008,2,25,0.00E+00,1.00E+00,2.25E-01,4.60E+00
2008,2,26,2.07E+00,1.20E+00,2.35E-01,7.93E+00
2008,2,27,3.80E+00,1.29E+00,2.68E-01,8.44E+00
2008,2,28,0.00E+00,1.06E+00,3.34E-01,5.51E+00
2008,2,29,7.31E+00,1.10E+00,3.34E-01,5.90E+00
2008,3,1,1.27E+01,1.30E+00,5.07E+00,8.70E+00
2008,3,2,1.37E+01,1.31E+00,1.19E+01,8.51E+00
2008,3,3,1.99E+00,1.32E+00,2.07E+00,8.69E+00
2008,3,4,1.78E+00,1.14E+00,1.55E+00,5.67E+00
2008,3,5,5.01E+00,8.30E-01,1.72E+00,1.06E+00
2008,3,6,1.34E-01,8.05E-01,9.97E-01,-3.21E-02
2008,3,7,1.34E-01,7.90E-01,5.59E-01,5.47E-01
2008,3,8,6.70E-02,1.05E+00,4.87E-01,4.47E+00
2008,3,9,1.34E-01,1.08E+00,4.02E-01,4.71E+00
2008,3,10,5.64E-01,1.17E+00,3.56E-01,5.97E+00
2008,3,11,8.12E+00,1.13E+00,5.76E-01,5.24E+00
2008,3,12,1.70E+01,1.24E+00,8.94E+00,6.85E+00
2008,3,13,6.70E+00,1.29E+00,9.64E+00,7.19E+00
2008,3,14,1.64E+00,1.18E+00,1.90E+00,5.79E+00
2008,3,15,3.96E+00,1.42E+00,2.59E+00,8.52E+00
2008,3,16,1.68E+00,1.51E+00,1.56E+00,9.15E+00
2008,3,17,1.22E+01,1.39E+00,6.33E+00,7.93E+00
2008,3,18,7.37E-01,1.11E+00,4.05E+00,4.22E+00
2008,3,19,9.61E-01,1.01E+00,1.20E+00,2.14E+00
2008,3,20,9.67E-02,9.54E-01,7.16E-01,1.61E+00
2008,3,21,4.20E+00,9.72E-01,5.88E-01,2.12E+00
2008,3,22,1.47E+01,1.01E+00,8.21E+00,2.72E+00
2008,3,23,3.27E+00,9.66E-01,4.29E+00,1.86E+00
2008,3,24,6.70E-02,8.54E-01,1.91E+00,-6.44E-01
2008,3,25,3.21E+00,8.13E-01,1.06E+00,-4.47E-01
2008,3,26,3.00E-01,8.73E-01,9.81E-01,3.84E-01
2008,3,27,1.08E+00,1.08E+00,8.53E-01,3.29E+00
2008,3,28,4.24E+00,1.05E+00,1.02E+00,2.92E+00
2008,3,29,6.38E+00,1.25E+00,1.59E+00,5.27E+00
2008,3,30,5.64E-01,1.43E+00,3.19E+00,7.00E+00
2008,3,31,2.67E+00,1.58E+00,9.01E-01,8.66E+00
2008,4,1,4.24E-01,1.56E+00,8.45E-01,8.07E+00
2008,4,2,1.34E-01,1.37E+00,5.53E-01,6.71E+00
2008,4,3,1.34E-01,1.47E+00,4.40E-01,7.81E+00
2008,4,4,2.01E-01,1.39E+00,3.77E-01,6.42E+00
2008,4,5,1.34E-01,1.42E+00,3.45E-01,6.38E+00
2008,4,6,2.69E+00,1.38E+00,3.59E-01,6.06E+00
2008,4,7,7.22E+00,1.11E+00,3.91E-01,2.54E+00
2008,4,8,2.09E+00,9.88E-01,2.67E+00,6.25E-01
2008,4,9,0.00E+00,1.06E+00,1.61E+00,1.53E+00
2008,4,10,3.10E+00,1.21E+00,7.41E-01,3.64E+00
2008,4,11,6.70E-02,1.41E+00,7.69E-01,5.64E+00
2008,4,12,5.51E-01,1.51E+00,5.11E-01,6.70E+00
2008,4,13,1.16E+00,1.36E+00,3.76E-01,5.80E+00
2008,4,14,1.13E+01,1.54E+00,1.26E+00,7.13E+00
2008,4,15,8.55E+00,1.37E+00,6.11E+00,5.24E+00
2008,4,16,1.37E+00,1.38E+00,3.98E+00,4.88E+00
2008,4,17,2.14E-01,1.22E+00,1.10E+00,3.06E+00
2008,4,18,6.70E-02,1.25E+00,6.41E-01,3.76E+00
2008,4,19,0.00E+00,1.74E+00,4.89E-01,8.59E+00
2008,4,20,3.17E+00,1.66E+00,4.28E-01,7.73E+00
2008,4,21,2.68E-01,1.95E+00,4.18E-01,1.01E+01
2008,4,22,1.70E+00,2.05E+00,3.60E-01,1.08E+01
2008,4,23,6.70E-02,2.17E+00,3.48E-01,1.18E+01
2008,4,24,1.04E+01,2.03E+00,7.87E-01,1.05E+01
2008,4,25,1.35E+00,2.07E+00,1.67E+00,1.11E+01
2008,4,26,2.01E-01,1.91E+00,5.40E-01,9.51E+00
2008,4,27,2.14E-01,2.16E+00,3.86E-01,1.11E+01
2008,4,28,3.48E-01,2.34E+00,3.31E-01,1.30E+01
2008,4,29,1.17E+01,2.06E+00,5.10E-01,1.07E+01
2008,4,30,3.79E+00,1.87E+00,8.28E-01,9.10E+00
2008,5,1,2.70E+00,1.86E+00,9.08E-01,8.42E+00
2008,5,2,1.13E+00,1.69E+00,5.83E-01,7.56E+00
2008,5,3,1.33E-01,2.08E+00,4.13E-01,1.02E+01
2008,5,4,0.00E+00,2.27E+00,3.08E-01,1.17E+01
2008,5,5,1.34E-01,2.50E+00,2.50E-01,1.27E+01
2008,5,6,6.70E-02,2.45E+00,2.19E-01,1.28E+01
2008,5,7,6.70E-02,2.76E+00,2.04E-01,1.46E+01
2008,5,8,4.02E-01,2.77E+00,1.86E-01,1.47E+01
2008,5,9,0.00E+00,2.75E+00,1.72E-01,1.47E+01
2008,5,10,0.00E+00,2.86E+00,1.61E-01,1.55E+01
2008,5,11,6.70E-02,3.08E+00,1.50E-01,1.64E+01
2008,5,12,9.34E-02,2.95E+00,1.42E-01,1.54E+01
2008,5,13,1.47E-01,2.95E+00,1.36E-01,1.57E+01
2008,5,14,9.67E-02,3.10E+00,1.30E-01,1.62E+01
2008,5,15,2.68E-01,3.08E+00,1.32E-01,1.64E+01
2008,5,16,1.94E+00,2.92E+00,1.29E-01,1.53E+01
2008,5,17,5.24E+00,3.03E+00,1.36E-01,1.57E+01
2008,5,18,6.06E+00,2.64E+00,1.43E-01,1.35E+01
2008,5,19,1.58E+00,2.34E+00,1.33E-01,1.10E+01
2008,5,20,1.34E-01,2.38E+00,1.21E-01,1.11E+01
2008,5,21,2.68E-01,2.42E+00,1.12E-01,1.10E+01
2008,5,22,6.70E-02,2.46E+00,1.08E-01,1.14E+01
2008,5,23,0.00E+00,2.61E+00,1.06E-01,1.25E+01
2008,5,24,0.00E+00,2.87E+00,1.03E-01,1.43E+01
2008,5,25,1.20E+00,2.63E+00,1.02E-01,1.33E+01
2008,5,26,2.32E+00,3.35E+00,9.96E-02,1.69E+01
2008,5,27,1.26E+00,3.52E+00,9.37E-02,1.76E+01
2008,5,28,2.23E+00,3.66E+00,9.76E-02,1.80E+01
2008,5,29,1.23E+00,3.76E+00,9.21E-02,1.84E+01
2008,5,30,7.92E+01,3.51E+00,7.09E+00,1.80E+01
2008,5,31,7.75E+00,3.70E+00,1.85E+00,1.84E+01
2008,6,1,2.01E-01,3.37E+00,4.81E-01,1.67E+01
2008,6,2,6.70E-02,3.45E+00,2.78E-01,1.74E+01
2008,6,3,2.75E+00,3.97E+00,2.12E-01,1.98E+01
2008,6,4,3.27E-01,3.46E+00,1.67E-01,1.73E+01
2008,6,5,1.34E-01,3.14E+00,1.43E-01,1.57E+01
2008,6,6,7.20E+00,3.08E+00,1.35E-01,1.51E+01
2008,6,7,2.48E+01,3.13E+00,1.36E+00,1.54E+01
2008,6,8,1.80E+00,2.79E+00,1.23E+00,1.36E+01
2008,6,9,6.70E-02,3.76E+00,3.25E-01,1.73E+01
2008,6,10,0.00E+00,4.16E+00,1.96E-01,1.91E+01
2008,6,11,6.70E-02,4.07E+00,1.55E-01,1.92E+01
2008,6,12,6.70E-02,3.14E+00,1.38E-01,1.47E+01
2008,6,13,7.60E+00,2.23E+00,1.39E-01,1.01E+01
2008,6,14,2.12E-01,2.32E+00,1.30E-01,1.02E+01
2008,6,15,1.10E+00,2.34E+00,1.19E-01,1.05E+01
2008,6,16,7.50E+00,2.46E+00,1.18E-01,1.16E+01
2008,6,17,6.00E-01,2.82E+00,1.18E-01,1.30E+01
2008,6,18,2.00E-01,3.04E+00,1.04E-01,1.39E+01
2008,6,19,1.00E-01,3.12E+00,9.41E-02,1.54E+01
2008,6,20,3.40E+00,3.22E+00,9.10E-02,1.61E+01
2008,6,21,1.00E-01,3.12E+00,8.71E-02,1.53E+01
2008,6,22,6.00E-01,3.96E+00,8.30E-02,1.89E+01
2008,6,23,4.70E+00,3.92E+00,8.43E-02,1.97E+01
2008,6,24,3.00E-01,3.12E+00,7.93E-02,1.70E+01
2008,6,25,1.00E-01,3.93E+00,7.03E-02,1.94E+01
2008,6,26,6.20E+00,3.93E+00,7.69E-02,1.90E+01
2008,6,27,2.00E-01,3.26E+00,7.13E-02,1.59E+01
2008,6,28,9.00E-01,2.94E+00,7.50E-02,1.49E+01
2008,6,29,2.00E-01,3.49E+00,7.15E-02,1.74E+01
2008,6,30,2.00E-01,3.63E+00,6.64E-02,1.80E+01
2008,7,1,1.00E-01,3.51E+00,6.46E-02,1.71E+01
2008,7,2,4.00E-01,3.99E+00,6.05E-02,1.91E+01
2008,7,3,8.10E+00,4.31E+00,5.99E-02,2.11E+01
2008,7,4,1.05E+01,3.17E+00,8.96E-02,1.59E+01
2008,7,5,2.40E+00,2.99E+00,7.79E-02,1.44E+01
2008,7,6,6.00E-01,3.23E+00,6.33E-02,1.59E+01
2008,7,7,1.00E-01,3.30E+00,5.62E-02,1.63E+01
2008,7,8,2.20E+00,2.91E+00,5.68E-02,1.47E+01
2008,7,9,1.20E+00,2.80E+00,5.95E-02,1.40E+01
2008,7,10,2.11E-01,3.03E+00,5.62E-02,1.53E+01
2008,7,11,2.01E-01,3.84E+00,5.62E-02,1.91E+01
2008,7,12,3.33E+00,3.25E+00,5.62E-02,1.64E+01
2008,7,13,6.87E-01,2.99E+00,5.62E-02,1.48E+01
2008,7,14,1.34E-01,2.94E+00,5.62E-02,1.40E+01
2008,7,15,0.00E+00,3.01E+00,5.62E-02,1.48E+01
2008,7,16,6.70E-02,3.39E+00,5.11E-02,1.71E+01
2008,7,17,4.97E-01,3.19E+00,5.06E-02,1.63E+01
2008,7,18,5.85E-01,2.97E+00,4.69E-02,1.48E+01
2008,7,19,4.28E-01,3.08E+00,5.62E-02,1.58E+01
2008,7,20,5.82E+00,3.26E+00,5.62E-02,1.70E+01
2008,7,21,6.38E-01,2.60E+00,4.53E-02,1.31E+01
2008,7,22,5.81E-01,2.31E+00,3.85E-02,1.15E+01
2008,7,23,6.70E-02,2.81E+00,3.77E-02,1.40E+01
2008,7,24,1.34E-01,3.28E+00,4.76E-02,1.63E+01
2008,7,25,6.70E-02,3.54E+00,5.56E-02,1.79E+01
2008,7,26,0.00E+00,3.93E+00,5.11E-02,1.95E+01
2008,7,27,3.39E+00,3.99E+00,5.54E-02,2.01E+01
2008,7,28,6.24E+00,3.80E+00,7.01E-02,1.96E+01
2008,7,29,8.14E+00,4.34E+00,9.02E-02,2.13E+01
2008,7,30,2.01E-01,3.83E+00,6.99E-02,1.95E+01
2008,7,31,2.68E-01,4.09E+00,6.56E-02,2.03E+01
2008,8,1,2.01E-01,4.49E+00,5.35E-02,2.21E+01
2008,8,2,1.23E+00,3.66E+00,6.29E-02,1.91E+01
2008,8,3,3.67E-01,3.24E+00,5.86E-02,1.75E+01
2008,8,4,5.35E+00,3.53E+00,6.05E-02,1.90E+01
2008,8,5,2.42E+01,3.29E+00,1.58E-01,1.75E+01
2008,8,6,2.01E-01,3.06E+00,5.97E-02,1.62E+01
2008,8,7,3.95E+00,3.82E+00,5.62E-02,1.97E+01
2008,8,8,1.64E+00,3.37E+00,5.21E-02,1.85E+01
2008,8,9,1.13E+01,2.92E+00,5.27E-02,1.60E+01
2008,8,10,2.01E-01,3.07E+00,3.75E-02,1.62E+01
2008,8,11,7.55E-01,3.04E+00,3.75E-02,1.68E+01
2008,8,12,5.86E-01,3.02E+00,4.18E-02,1.66E+01
2008,8,13,2.42E+00,3.15E+00,4.26E-02,1.74E+01
2008,8,14,2.90E-01,2.85E+00,3.75E-02,1.58E+01
2008,8,15,4.69E-01,2.64E+00,3.75E-02,1.44E+01
2008,8,16,6.70E-02,2.58E+00,4.31E-02,1.39E+01
2008,8,17,2.01E-01,2.57E+00,3.92E-02,1.41E+01
2008,8,18,1.25E+00,2.64E+00,5.52E-02,1.50E+01
2008,8,19,6.70E-02,3.15E+00,4.90E-02,1.79E+01
2008,8,20,3.34E+00,3.06E+00,4.72E-02,1.73E+01
2008,8,21,3.93E-01,2.55E+00,4.20E-02,1.46E+01
2008,8,22,0.00E+00,2.66E+00,3.81E-02,1.52E+01
2008,8,23,1.35E+01,2.47E+00,6.29E-02,1.43E+01
2008,8,24,1.51E-01,2.34E+00,4.10E-02,1.34E+01
2008,8,25,4.54E+00,2.28E+00,5.10E-02,1.32E+01
2008,8,26,3.27E-01,2.54E+00,4.18E-02,1.45E+01
2008,8,27,7.69E-02,2.74E+00,3.75E-02,1.61E+01
2008,8,28,6.70E-02,2.42E+00,4.02E-02,1.45E+01
2008,8,29,1.34E-01,2.71E+00,3.75E-02,1.60E+01
2008,8,30,0.00E+00,2.83E+00,3.75E-02,1.63E+01
2008,8,31,0.00E+00,2.96E+00,3.75E-02,1.74E+01
2008,9,1,1.34E-01,3.14E+00,3.75E-02,1.87E+01
2008,9,2,0.00E+00,2.77E+00,3.75E-02,1.67E+01
2008,9,3,9.03E+00,2.59E+00,3.96E-02,1.61E+01
2008,9,4,5.46E+00,2.03E+00,8.06E-02,1.18E+01
2008,9,5,0.00E+00,2.09E+00,5.62E-02,1.21E+01
2008,9,6,2.10E+01,2.23E+00,8.18E-02,1.40E+01
2008,9,7,1.76E+00,2.49E+00,1.01E-01,1.54E+01
2008,9,8,1.60E+00,2.18E+00,4.63E-02,1.33E+01
2008,9,9,2.01E-01,2.22E+00,5.45E-02,1.35E+01
2008,9,10,3.24E-01,2.36E+00,5.23E-02,1.46E+01
2008,9,11,1.34E-01,2.71E+00,7.32E-02,1.70E+01
2008,9,12,6.35E-01,2.57E+00,1.09E-01,1.62E+01
2008,9,13,2.87E+01,2.19E+00,3.69E-01,1.41E+01
2008,9,14,2.24E+01,1.80E+00,9.48E-01,1.09E+01
2008,9,15,4.69E-01,1.66E+00,8.74E-01,8.71E+00
2008,9,16,1.34E-01,1.57E+00,1.54E-01,8.36E+00
2008,9,17,1.34E-01,1.72E+00,1.02E-01,9.66E+00
2008,9,18,0.00E+00,1.54E+00,8.61E-02,8.25E+00
2008,9,19,4.69E-01,1.44E+00,7.50E-02,7.31E+00
2008,9,20,0.00E+00,1.62E+00,7.38E-02,8.87E+00
2008,9,21,1.34E-01,1.50E+00,7.01E-02,8.26E+00
2008,9,22,6.70E-02,1.46E+00,6.54E-02,7.97E+00
2008,9,23,6.70E-02,1.54E+00,7.50E-02,8.88E+00
2008,9,24,1.38E+00,1.56E+00,7.20E-02,9.36E+00
2008,9,25,6.70E-02,1.74E+00,7.18E-02,1.06E+01
2008,9,26,0.00E+00,1.78E+00,7.42E-02,1.08E+01
2008,9,27,0.00E+00,1.69E+00,7.42E-02,9.59E+00
2008,9,28,4.02E-01,1.57E+00,7.50E-02,9.17E+00
2008,9,29,6.70E-02,1.48E+00,7.50E-02,8.74E+00
2008,9,30,1.54E-01,1.40E+00,7.50E-02,8.56E+00
2008,10,1,7.38E+00,1.42E+00,9.62E-02,8.81E+00
2008,10,2,7.36E+00,1.60E+00,1.82E-01,1.07E+01
2008,10,3,7.02E+00,1.33E+00,2.16E-01,7.80E+00
2008,10,4,1.74E+00,1.21E+00,1.71E-01,6.23E+00
2008,10,5,2.78E-01,1.28E+00,1.61E-01,7.11E+00
2008,10,6,1.41E+01,1.36E+00,2.65E-01,8.61E+00
2008,10,7,1.89E+01,1.80E+00,4.01E+00,1.29E+01
2008,10,8,9.63E-01,1.85E+00,1.07E+00,1.33E+01
2008,10,9,2.67E+00,1.69E+00,4.68E-01,1.19E+01
2008,10,10,1.34E-01,1.54E+00,3.19E-01,1.00E+01
2008,10,11,1.34E-01,1.51E+00,2.34E-01,1.01E+01
2008,10,12,6.03E-01,1.46E+00,2.06E-01,1.00E+01
2008,10,13,2.68E-01,1.64E+00,1.77E-01,1.18E+01
2008,10,14,3.35E-01,1.68E+00,1.79E-01,1.22E+01
2008,10,15,0.00E+00,1.72E+00,1.71E-01,1.28E+01
2008,10,16,3.78E+00,1.61E+00,1.82E-01,1.22E+01
2008,10,17,3.13E+00,1.36E+00,2.64E-01,9.14E+00
2008,10,18,3.35E-01,1.06E+00,2.35E-01,5.15E+00
2008,10,19,1.34E-01,9.86E-01,1.87E-01,4.38E+00
2008,10,20,0.00E+00,1.02E+00,1.53E-01,5.06E+00
2008,10,21,0.00E+00,1.19E+00,1.89E-01,7.70E+00
2008,10,22,5.19E+00,1.49E+00,2.18E-01,1.11E+01
2008,10,23,6.70E-02,1.13E+00,2.77E-01,6.75E+00
2008,10,24,6.70E-02,1.05E+00,2.26E-01,5.46E+00
2008,10,25,4.84E-01,1.05E+00,2.12E-01,5.90E+00
2008,10,26,4.02E-01,1.33E+00,1.88E-01,9.29E+00
2008,10,27,7.69E-02,1.20E+00,1.79E-01,8.62E+00
2008,10,28,1.86E+01,1.21E+00,2.89E+00,8.33E+00
2008,10,29,8.02E-02,8.99E-01,8.25E-01,3.81E+00
2008,10,30,6.25E-01,8.25E-01,3.35E-01,2.49E+00
2008,10,31,4.27E+00,8.49E-01,4.96E-01,3.16E+00
2008,11,1,5.28E+00,9.49E-01,1.74E+00,5.10E+00
2008,11,2,5.79E+00,1.07E+00,1.20E+00,7.04E+00
2008,11,3,2.01E-01,1.21E+00,1.77E+00,8.28E+00
2008,11,4,2.01E-01,1.21E+00,6.20E-01,8.59E+00
2008,11,5,1.34E-01,1.23E+00,4.05E-01,8.95E+00
2008,11,6,3.68E-01,1.22E+00,3.27E-01,9.23E+00
2008,11,7,0.00E+00,1.11E+00,2.67E-01,7.52E+00
2008,11,8,0.00E+00,1.08E+00,2.41E-01,7.50E+00
2008,11,9,2.11E-01,1.07E+00,2.17E-01,7.02E+00
2008,11,10,1.14E+01,1.14E+00,1.24E+00,8.83E+00
2008,11,11,3.52E+00,1.35E+00,2.13E+00,1.17E+01
2008,11,12,4.25E+00,1.22E+00,2.98E+00,9.88E+00
2008,11,13,2.65E+00,9.85E-01,1.32E+00,6.53E+00
2008,11,14,0.00E+00,9.07E-01,8.96E-01,5.21E+00
2008,11,15,6.70E-02,8.13E-01,4.89E-01,3.79E+00
2008,11,16,5.46E-01,1.05E+00,3.63E-01,7.93E+00
2008,11,17,5.54E-01,1.13E+00,3.30E-01,9.12E+00
2008,11,18,0.00E+00,7.22E-01,3.09E-01,2.06E+00
2008,11,19,3.64E-01,7.67E-01,3.03E-01,3.77E+00
2008,11,20,0.00E+00,9.33E-01,2.82E-01,6.31E+00
2008,11,21,2.30E-01,1.02E+00,2.79E-01,8.12E+00
2008,11,22,1.28E+00,8.41E-01,2.72E-01,5.02E+00
2008,11,23,3.27E+00,5.96E-01,3.07E-01,5.52E-02
2008,11,24,4.91E+00,5.64E-01,3.25E-01,-6.43E-01
2008,11,25,2.06E+00,6.26E-01,1.92E+00,9.97E-01
2008,11,26,1.80E-01,5.75E-01,1.21E+00,-9.31E-01
2008,11,27,0.00E+00,5.84E-01,5.44E-01,-2.06E-01
2008,11,28,3.35E-01,5.87E-01,4.81E-01,-9.71E-02
2008,11,29,0.00E+00,5.02E-01,4.10E-01,-2.07E+00
2008,11,30,3.35E-01,5.31E-01,3.59E-01,-1.50E+00
2008,12,1,6.47E+00,6.04E-01,7.42E-01,4.01E-01
2008,12,2,5.73E+00,5.81E-01,2.48E+00,6.79E-02
2008,12,3,3.56E+00,6.44E-01,5.07E+00,1.62E+00
2008,12,4,8.81E+00,5.69E-01,8.00E+00,1.51E-01
2008,12,5,8.49E+00,5.93E-01,7.06E+00,3.88E-01
2008,12,6,9.82E+00,7.69E-01,9.21E+00,4.09E+00
2008,12,7,3.41E+00,7.17E-01,6.87E+00,3.52E+00
2008,12,8,1.74E-01,6.80E-01,1.91E+00,2.11E+00
2008,12,9,1.34E-01,4.74E-01,8.92E-01,-2.48E+00
2008,12,10,8.58E-01,5.28E-01,6.98E-01,-9.00E-01
2008,12,11,2.00E-01,5.82E-01,6.33E-01,-1.60E-02
2008,12,12,6.70E-02,5.52E-01,5.55E-01,-3.11E-01
2008,12,13,0.00E+00,5.42E-01,4.54E-01,-7.15E-01
2008,12,14,6.03E-01,4.91E-01,4.13E-01,-1.85E+00
2008,12,15,1.01E+00,5.97E-01,3.89E-01,7.35E-01
2008,12,16,0.00E+00,6.30E-01,3.43E-01,1.73E-01
2008,12,17,0.00E+00,5.13E-01,2.95E-01,-1.29E+00
2008,12,18,2.13E+00,4.95E-01,3.17E-01,-1.53E+00
2008,12,19,6.79E-01,5.71E-01,4.00E-01,4.09E-01
2008,12,20,2.53E-01,6.79E-01,6.85E-01,3.01E+00
2008,12,21,1.99E+00,8.04E-01,7.13E-01,6.02E+00
2008,12,22,2.26E-01,9.26E-01,9.68E-01,7.96E+00
2008,12,23,2.54E-01,8.91E-01,5.94E-01,7.19E+00
2008,12,24,6.70E-02,7.65E-01,4.76E-01,3.98E+00
2008,12,25,0.00E+00,6.40E-01,4.45E-01,2.16E+00
2008,12,26,0.00E+00,6.91E-01,3.98E-01,2.97E+00
2008,12,27,6.70E-02,5.30E-01,3.09E-01,-8.37E-01
2008,12,28,0.00E+00,4.58E-01,2.56E-01,-2.87E+00
2008,12,29,2.68E-01,4.54E-01,2.29E-01,-3.30E+00
2008,12,30,0.00E+00,4.02E-01,1.94E-01,-5.05E+00
2008,12,31,6.70E-02,3.80E-01,1.66E-01,-5.71E+00
2009,1,1,1.08E+00,4.98E-01,1.76E-01,-1.59E+00
2009,1,2,0.00E+00,5.28E-01,1.88E-01,-1.07E+00
2009,1,3,0.00E+00,4.17E-01,1.68E-01,-4.01E+00
